uid,bid,rating
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,1771,no
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,1988,yes
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,572,yes
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,1422,no
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,2671,no
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,23,yes
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,2100,yes
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,3962,no
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,2910,no
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,4696,no
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,4164,yes
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,1837,yes
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,4677,yes
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,4686,yes
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,2738,no
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,3046,no
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,3927,no
05ad6283-e7ef-4fa6-8b82-b67e2d07cf3e,4247,no
0877ef63-1e54-4229-8fdc-45488e282cb2,4672,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,23,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,4249,no
0877ef63-1e54-4229-8fdc-45488e282cb2,3927,no
0877ef63-1e54-4229-8fdc-45488e282cb2,2451,no
0877ef63-1e54-4229-8fdc-45488e282cb2,3873,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,1210,no
0877ef63-1e54-4229-8fdc-45488e282cb2,605,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,2671,no
0877ef63-1e54-4229-8fdc-45488e282cb2,2343,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,2100,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,4164,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,4065,no
0877ef63-1e54-4229-8fdc-45488e282cb2,1067,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,4061,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,4407,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,1988,no
0877ef63-1e54-4229-8fdc-45488e282cb2,390,no
0877ef63-1e54-4229-8fdc-45488e282cb2,4610,no
0877ef63-1e54-4229-8fdc-45488e282cb2,3962,no
0877ef63-1e54-4229-8fdc-45488e282cb2,1281,no
0877ef63-1e54-4229-8fdc-45488e282cb2,3208,no
0877ef63-1e54-4229-8fdc-45488e282cb2,301,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,1443,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,11,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,4512,no
0877ef63-1e54-4229-8fdc-45488e282cb2,1783,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,2892,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,1698,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,2503,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,2738,no
0877ef63-1e54-4229-8fdc-45488e282cb2,4247,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,1422,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,1837,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,4147,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,4686,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,1642,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,3025,no
0877ef63-1e54-4229-8fdc-45488e282cb2,3046,no
0877ef63-1e54-4229-8fdc-45488e282cb2,2910,no
0877ef63-1e54-4229-8fdc-45488e282cb2,4678,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,572,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,4696,no
0877ef63-1e54-4229-8fdc-45488e282cb2,3071,no
0877ef63-1e54-4229-8fdc-45488e282cb2,4677,no
0877ef63-1e54-4229-8fdc-45488e282cb2,4218,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,1771,no
0877ef63-1e54-4229-8fdc-45488e282cb2,3822,no
0877ef63-1e54-4229-8fdc-45488e282cb2,3303,yes
0877ef63-1e54-4229-8fdc-45488e282cb2,4346,yes
13e6f729-1c10-47b9-a65b-fd417b782743,3822,no
13e6f729-1c10-47b9-a65b-fd417b782743,1281,yes
13e6f729-1c10-47b9-a65b-fd417b782743,4672,yes
13e6f729-1c10-47b9-a65b-fd417b782743,4147,yes
13e6f729-1c10-47b9-a65b-fd417b782743,2451,yes
13e6f729-1c10-47b9-a65b-fd417b782743,2343,yes
13e6f729-1c10-47b9-a65b-fd417b782743,11,no
13e6f729-1c10-47b9-a65b-fd417b782743,4247,yes
13e6f729-1c10-47b9-a65b-fd417b782743,3303,yes
13e6f729-1c10-47b9-a65b-fd417b782743,301,yes
13e6f729-1c10-47b9-a65b-fd417b782743,1443,yes
13e6f729-1c10-47b9-a65b-fd417b782743,2738,no
13e6f729-1c10-47b9-a65b-fd417b782743,1422,yes
13e6f729-1c10-47b9-a65b-fd417b782743,4686,yes
13e6f729-1c10-47b9-a65b-fd417b782743,572,yes
13e6f729-1c10-47b9-a65b-fd417b782743,23,yes
13e6f729-1c10-47b9-a65b-fd417b782743,2100,yes
13e6f729-1c10-47b9-a65b-fd417b782743,1988,yes
13e6f729-1c10-47b9-a65b-fd417b782743,2671,yes
13e6f729-1c10-47b9-a65b-fd417b782743,4249,yes
13e6f729-1c10-47b9-a65b-fd417b782743,1837,yes
13e6f729-1c10-47b9-a65b-fd417b782743,4407,no
13e6f729-1c10-47b9-a65b-fd417b782743,1642,no
13e6f729-1c10-47b9-a65b-fd417b782743,4696,no
13e6f729-1c10-47b9-a65b-fd417b782743,1783,yes
13e6f729-1c10-47b9-a65b-fd417b782743,4218,yes
13e6f729-1c10-47b9-a65b-fd417b782743,4512,yes
13e6f729-1c10-47b9-a65b-fd417b782743,4346,yes
13e6f729-1c10-47b9-a65b-fd417b782743,605,yes
13e6f729-1c10-47b9-a65b-fd417b782743,1210,no
13e6f729-1c10-47b9-a65b-fd417b782743,3873,yes
13e6f729-1c10-47b9-a65b-fd417b782743,3927,yes
13e6f729-1c10-47b9-a65b-fd417b782743,2503,yes
13e6f729-1c10-47b9-a65b-fd417b782743,1698,yes
13e6f729-1c10-47b9-a65b-fd417b782743,2892,yes
13e6f729-1c10-47b9-a65b-fd417b782743,4678,yes
13e6f729-1c10-47b9-a65b-fd417b782743,3208,yes
13e6f729-1c10-47b9-a65b-fd417b782743,2910,no
13e6f729-1c10-47b9-a65b-fd417b782743,1067,yes
13e6f729-1c10-47b9-a65b-fd417b782743,390,yes
13e6f729-1c10-47b9-a65b-fd417b782743,4061,yes
13e6f729-1c10-47b9-a65b-fd417b782743,3046,yes
13e6f729-1c10-47b9-a65b-fd417b782743,1771,yes
13e6f729-1c10-47b9-a65b-fd417b782743,4677,no
13e6f729-1c10-47b9-a65b-fd417b782743,3025,no
13e6f729-1c10-47b9-a65b-fd417b782743,4065,no
13e6f729-1c10-47b9-a65b-fd417b782743,4610,yes
13e6f729-1c10-47b9-a65b-fd417b782743,4164,yes
13e6f729-1c10-47b9-a65b-fd417b782743,3962,no
13e6f729-1c10-47b9-a65b-fd417b782743,3071,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,3071,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,2451,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,4164,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,1988,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,1067,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,1422,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,3927,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,572,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,1783,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,4346,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,390,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,4218,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,4678,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,2738,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,4672,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,1443,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,2910,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,2503,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,3822,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,1642,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,4147,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,1698,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,1210,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,3046,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,3208,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,1771,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,4249,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,1837,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,11,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,4247,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,605,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,4065,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,1281,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,3303,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,4061,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,301,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,2100,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,4407,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,3873,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,3962,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,4686,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,2892,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,23,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,3025,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,4677,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,2343,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,4512,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,2671,yes
14d852eb-dc0a-488e-a6e3-b869523a7d91,4696,no
14d852eb-dc0a-488e-a6e3-b869523a7d91,4610,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,1771,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,2892,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,3025,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,1210,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,1783,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,1988,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,11,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,3822,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4696,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,2738,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,390,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,3962,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4672,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,3071,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,3873,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,3927,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,1698,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4407,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,2910,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,2671,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,2451,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4677,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4512,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4147,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,1642,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4678,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,605,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,1067,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,1281,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4164,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4065,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,572,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4686,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4610,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,2503,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,3208,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,2100,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,1422,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,3046,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4346,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,23,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,1837,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,1443,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4218,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4247,no
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,2343,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4061,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,4249,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,301,yes
1ae2d261-cde0-4f9a-bcd8-2bf541056cd7,3303,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,11,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4249,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4696,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,3822,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4065,no
1f835ad1-5766-4dd8-9c19-0e487a51db5f,1281,no
1f835ad1-5766-4dd8-9c19-0e487a51db5f,2451,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,3208,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,3071,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,2343,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,572,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,3873,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,1698,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,2910,no
1f835ad1-5766-4dd8-9c19-0e487a51db5f,3025,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4512,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4147,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4218,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,1988,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,23,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4061,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,2671,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,1783,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,390,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4672,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,3046,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4346,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,1210,no
1f835ad1-5766-4dd8-9c19-0e487a51db5f,2738,no
1f835ad1-5766-4dd8-9c19-0e487a51db5f,3927,no
1f835ad1-5766-4dd8-9c19-0e487a51db5f,3303,no
1f835ad1-5766-4dd8-9c19-0e487a51db5f,1443,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,1422,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,301,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,1067,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4610,no
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4686,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4678,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,2892,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,3962,no
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4247,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4407,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4164,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,2503,no
1f835ad1-5766-4dd8-9c19-0e487a51db5f,2100,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,4677,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,605,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,1642,yes
1f835ad1-5766-4dd8-9c19-0e487a51db5f,1771,no
1f835ad1-5766-4dd8-9c19-0e487a51db5f,1837,yes
238b87e4-4daa-4ef0-9944-719f761df68e,23,yes
238b87e4-4daa-4ef0-9944-719f761df68e,3025,yes
238b87e4-4daa-4ef0-9944-719f761df68e,2892,yes
238b87e4-4daa-4ef0-9944-719f761df68e,3962,yes
238b87e4-4daa-4ef0-9944-719f761df68e,4065,no
238b87e4-4daa-4ef0-9944-719f761df68e,1281,no
238b87e4-4daa-4ef0-9944-719f761df68e,4686,yes
238b87e4-4daa-4ef0-9944-719f761df68e,4512,no
238b87e4-4daa-4ef0-9944-719f761df68e,2671,no
238b87e4-4daa-4ef0-9944-719f761df68e,4407,yes
238b87e4-4daa-4ef0-9944-719f761df68e,4218,yes
238b87e4-4daa-4ef0-9944-719f761df68e,4147,yes
238b87e4-4daa-4ef0-9944-719f761df68e,3822,no
238b87e4-4daa-4ef0-9944-719f761df68e,1443,yes
238b87e4-4daa-4ef0-9944-719f761df68e,4346,yes
238b87e4-4daa-4ef0-9944-719f761df68e,2738,no
238b87e4-4daa-4ef0-9944-719f761df68e,3071,no
238b87e4-4daa-4ef0-9944-719f761df68e,4247,yes
238b87e4-4daa-4ef0-9944-719f761df68e,4672,yes
238b87e4-4daa-4ef0-9944-719f761df68e,3927,no
238b87e4-4daa-4ef0-9944-719f761df68e,1771,no
238b87e4-4daa-4ef0-9944-719f761df68e,1067,yes
238b87e4-4daa-4ef0-9944-719f761df68e,3208,yes
238b87e4-4daa-4ef0-9944-719f761df68e,1783,no
238b87e4-4daa-4ef0-9944-719f761df68e,1642,yes
238b87e4-4daa-4ef0-9944-719f761df68e,2451,yes
238b87e4-4daa-4ef0-9944-719f761df68e,1837,yes
238b87e4-4daa-4ef0-9944-719f761df68e,3046,yes
238b87e4-4daa-4ef0-9944-719f761df68e,3303,no
238b87e4-4daa-4ef0-9944-719f761df68e,1210,no
238b87e4-4daa-4ef0-9944-719f761df68e,4249,no
238b87e4-4daa-4ef0-9944-719f761df68e,1988,yes
238b87e4-4daa-4ef0-9944-719f761df68e,301,yes
238b87e4-4daa-4ef0-9944-719f761df68e,4061,yes
238b87e4-4daa-4ef0-9944-719f761df68e,4678,yes
238b87e4-4daa-4ef0-9944-719f761df68e,390,yes
238b87e4-4daa-4ef0-9944-719f761df68e,3873,yes
238b87e4-4daa-4ef0-9944-719f761df68e,11,no
238b87e4-4daa-4ef0-9944-719f761df68e,605,no
238b87e4-4daa-4ef0-9944-719f761df68e,4610,no
238b87e4-4daa-4ef0-9944-719f761df68e,4164,no
238b87e4-4daa-4ef0-9944-719f761df68e,4696,yes
238b87e4-4daa-4ef0-9944-719f761df68e,1698,yes
238b87e4-4daa-4ef0-9944-719f761df68e,1422,yes
238b87e4-4daa-4ef0-9944-719f761df68e,2503,no
238b87e4-4daa-4ef0-9944-719f761df68e,572,no
238b87e4-4daa-4ef0-9944-719f761df68e,4677,no
238b87e4-4daa-4ef0-9944-719f761df68e,2100,no
238b87e4-4daa-4ef0-9944-719f761df68e,2910,no
238b87e4-4daa-4ef0-9944-719f761df68e,2343,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,3046,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,1837,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,23,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,3927,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,4249,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,4696,no
28e19654-930c-45ee-9e98-30d3b4b0518b,2100,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,1067,no
28e19654-930c-45ee-9e98-30d3b4b0518b,1422,no
28e19654-930c-45ee-9e98-30d3b4b0518b,1771,no
28e19654-930c-45ee-9e98-30d3b4b0518b,4677,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,2892,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,4512,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,3873,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,4218,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,1988,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,4061,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,390,no
28e19654-930c-45ee-9e98-30d3b4b0518b,2451,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,4247,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,1783,no
28e19654-930c-45ee-9e98-30d3b4b0518b,4346,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,4147,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,3208,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,605,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,2738,no
28e19654-930c-45ee-9e98-30d3b4b0518b,1443,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,11,no
28e19654-930c-45ee-9e98-30d3b4b0518b,2343,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,3303,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,2671,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,2503,no
28e19654-930c-45ee-9e98-30d3b4b0518b,1210,no
28e19654-930c-45ee-9e98-30d3b4b0518b,3822,no
28e19654-930c-45ee-9e98-30d3b4b0518b,4164,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,572,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,301,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,4686,no
28e19654-930c-45ee-9e98-30d3b4b0518b,3962,no
28e19654-930c-45ee-9e98-30d3b4b0518b,1698,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,2910,no
28e19654-930c-45ee-9e98-30d3b4b0518b,1642,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,4065,no
28e19654-930c-45ee-9e98-30d3b4b0518b,4678,no
28e19654-930c-45ee-9e98-30d3b4b0518b,1281,no
28e19654-930c-45ee-9e98-30d3b4b0518b,4672,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,3071,no
28e19654-930c-45ee-9e98-30d3b4b0518b,3025,no
28e19654-930c-45ee-9e98-30d3b4b0518b,4407,yes
28e19654-930c-45ee-9e98-30d3b4b0518b,4610,yes
2f9953a4-1048-4a94-863c-b6422f028425,4407,yes
2f9953a4-1048-4a94-863c-b6422f028425,572,yes
2f9953a4-1048-4a94-863c-b6422f028425,4512,yes
2f9953a4-1048-4a94-863c-b6422f028425,4677,yes
2f9953a4-1048-4a94-863c-b6422f028425,4247,yes
2f9953a4-1048-4a94-863c-b6422f028425,1443,yes
2f9953a4-1048-4a94-863c-b6422f028425,605,yes
2f9953a4-1048-4a94-863c-b6422f028425,4610,yes
2f9953a4-1048-4a94-863c-b6422f028425,3025,no
2f9953a4-1048-4a94-863c-b6422f028425,3303,yes
2f9953a4-1048-4a94-863c-b6422f028425,1422,yes
2f9953a4-1048-4a94-863c-b6422f028425,2671,no
2f9953a4-1048-4a94-863c-b6422f028425,3046,no
2f9953a4-1048-4a94-863c-b6422f028425,1988,yes
2f9953a4-1048-4a94-863c-b6422f028425,4218,yes
2f9953a4-1048-4a94-863c-b6422f028425,301,yes
2f9953a4-1048-4a94-863c-b6422f028425,4686,no
2f9953a4-1048-4a94-863c-b6422f028425,1642,no
2f9953a4-1048-4a94-863c-b6422f028425,3927,no
2f9953a4-1048-4a94-863c-b6422f028425,4346,no
2f9953a4-1048-4a94-863c-b6422f028425,390,no
2f9953a4-1048-4a94-863c-b6422f028425,2343,yes
2f9953a4-1048-4a94-863c-b6422f028425,2738,no
2f9953a4-1048-4a94-863c-b6422f028425,4678,yes
2f9953a4-1048-4a94-863c-b6422f028425,1067,no
2f9953a4-1048-4a94-863c-b6422f028425,2910,no
2f9953a4-1048-4a94-863c-b6422f028425,3208,yes
2f9953a4-1048-4a94-863c-b6422f028425,1783,no
2f9953a4-1048-4a94-863c-b6422f028425,3873,no
2f9953a4-1048-4a94-863c-b6422f028425,1281,no
